date,state,district,pincode,bio_age_5_17,bio_age_17_
20-11-2025,Tamil Nadu,Chennai,600086,7,2
20-11-2025,Tamil Nadu,Chennai,600088,2,0
20-11-2025,Tamil Nadu,Chennai,600093,9,7
20-11-2025,Tamil Nadu,Chennai,600102,7,2
20-11-2025,Tamil Nadu,Chennai,600114,0,1
06-11-2025,Tamil Nadu,Chennai,600001,52,38
06-11-2025,Tamil Nadu,Chennai,600011,39,12
06-11-2025,Tamil Nadu,Chennai,600014,30,9
06-11-2025,Tamil Nadu,Chennai,600028,31,7
06-11-2025,Tamil Nadu,Chennai,600029,10,5
06-11-2025,Tamil Nadu,Chennai,600030,7,4
06-11-2025,Tamil Nadu,Chennai,600033,23,9
06-11-2025,Tamil Nadu,Chennai,600035,4,4
06-11-2025,Tamil Nadu,Chennai,600040,10,9
06-11-2025,Tamil Nadu,Chennai,600042,30,18
06-11-2025,Tamil Nadu,Chennai,600053,1,0
06-11-2025,Tamil Nadu,Chennai,600078,59,16
06-11-2025,Tamil Nadu,Chennai,600081,47,14
06-11-2025,Tamil Nadu,Chennai,600086,2,0
06-11-2025,Tamil Nadu,Chennai,600090,4,5
06-11-2025,Tamil Nadu,Chennai,600100,7,2
06-11-2025,Tamil Nadu,Chennai,600102,1,3
06-11-2025,Tamil Nadu,Chennai,600112,8,3
06-11-2025,Tamil Nadu,Chennai,600117,1,0
06-11-2025,Tamil Nadu,Chennai,600126,0,1
11-11-2025,Tamil Nadu,Chennai,600010,10,5
11-11-2025,Tamil Nadu,Chennai,600015,27,13
11-11-2025,Tamil Nadu,Chennai,600016,1,1
11-11-2025,Tamil Nadu,Chennai,600034,4,4
11-11-2025,Tamil Nadu,Chennai,600035,3,4
11-11-2025,Tamil Nadu,Chennai,600038,3,3
11-11-2025,Tamil Nadu,Chennai,600094,10,14
11-11-2025,Tamil Nadu,Chennai,600099,0,2
11-11-2025,Tamil Nadu,Chennai,600100,5,3
11-11-2025,Tamil Nadu,Chennai,600108,1,1
11-11-2025,Tamil Nadu,Chennai,600115,1,0
22-11-2025,Tamil Nadu,Chennai,600001,31,32
22-11-2025,Tamil Nadu,Chennai,600007,9,7
22-11-2025,Tamil Nadu,Chennai,600015,59,25
22-11-2025,Tamil Nadu,Chennai,600025,1,0
22-11-2025,Tamil Nadu,Chennai,600026,16,7
22-11-2025,Tamil Nadu,Chennai,600030,10,2
22-11-2025,Tamil Nadu,Chennai,600032,18,3
22-11-2025,Tamil Nadu,Chennai,600035,6,0
22-11-2025,Tamil Nadu,Chennai,600036,1,0
22-11-2025,Tamil Nadu,Chennai,600038,2,0
22-11-2025,Tamil Nadu,Chennai,600039,55,28
22-11-2025,Tamil Nadu,Chennai,600041,30,25
22-11-2025,Tamil Nadu,Chennai,600084,0,4
22-11-2025,Tamil Nadu,Chennai,600094,29,14
22-11-2025,Tamil Nadu,Chennai,600097,16,4
22-11-2025,Tamil Nadu,Chennai,600106,14,16
22-11-2025,Tamil Nadu,Chennai,600107,4,4
21-11-2025,Tamil Nadu,Chennai,600001,34,29
21-11-2025,Tamil Nadu,Chennai,600007,11,8
21-11-2025,Tamil Nadu,Chennai,600009,4,0
21-11-2025,Tamil Nadu,Chennai,600011,17,34
21-11-2025,Tamil Nadu,Chennai,600015,61,25
21-11-2025,Tamil Nadu,Chennai,600026,12,11
21-11-2025,Tamil Nadu,Chennai,600033,23,15
21-11-2025,Tamil Nadu,Chennai,600038,0,1
21-11-2025,Tamil Nadu,Chennai,600042,28,20
21-11-2025,Tamil Nadu,Chennai,600090,1,0
21-11-2025,Tamil Nadu,Chennai,600099,0,4
21-11-2025,Tamil Nadu,Chennai,600115,5,0
21-11-2025,Tamil Nadu,Chennai,600118,34,27
21-11-2025,Tamil Nadu,Chennai,600125,2,2
23-11-2025,Tamil Nadu,Chennai,600005,3,3
23-11-2025,Tamil Nadu,Chennai,600012,3,2
23-11-2025,Tamil Nadu,Chennai,600026,1,0
23-11-2025,Tamil Nadu,Chennai,600034,1,2
23-11-2025,Tamil Nadu,Chennai,600080,0,1
23-11-2025,Tamil Nadu,Chennai,600082,0,3
23-11-2025,Tamil Nadu,Chennai,600083,0,1
23-11-2025,Tamil Nadu,Chennai,600084,1,0
23-11-2025,Tamil Nadu,Chennai,600092,7,4
24-11-2025,Tamil Nadu,Chennai,600001,28,37
24-11-2025,Tamil Nadu,Chennai,600007,3,4
24-11-2025,Tamil Nadu,Chennai,600009,11,1
24-11-2025,Tamil Nadu,Chennai,600010,13,11
24-11-2025,Tamil Nadu,Chennai,600012,46,54
24-11-2025,Tamil Nadu,Chennai,600014,22,7
24-11-2025,Tamil Nadu,Chennai,600024,16,17
24-11-2025,Tamil Nadu,Chennai,600031,5,3
24-11-2025,Tamil Nadu,Chennai,600033,17,8
24-11-2025,Tamil Nadu,Chennai,600041,19,25
24-11-2025,Tamil Nadu,Chennai,600053,1,0
24-11-2025,Tamil Nadu,Chennai,600058,0,1
24-11-2025,Tamil Nadu,Chennai,600090,7,4
24-11-2025,Tamil Nadu,Chennai,600093,18,12
24-11-2025,Tamil Nadu,Chennai,600100,11,2
24-11-2025,Tamil Nadu,Chennai,600102,4,5
24-11-2025,Tamil Nadu,Chennai,600106,13,8
24-11-2025,Tamil Nadu,Chennai,600108,1,0
24-11-2025,Tamil Nadu,Chennai,600115,0,1
25-11-2025,Tamil Nadu,Chennai,600015,46,13
25-11-2025,Tamil Nadu,Chennai,600017,37,9
25-11-2025,Tamil Nadu,Chennai,600026,20,8
25-11-2025,Tamil Nadu,Chennai,600030,11,11
25-11-2025,Tamil Nadu,Chennai,600033,70,16
25-11-2025,Tamil Nadu,Chennai,600081,32,34
25-11-2025,Tamil Nadu,Chennai,600091,2,2
25-11-2025,Tamil Nadu,Chennai,600096,1,1
25-11-2025,Tamil Nadu,Chennai,600101,0,1
25-11-2025,Tamil Nadu,Chennai,600102,5,1
25-11-2025,Tamil Nadu,Chennai,600002,18,27
25-11-2025,Tamil Nadu,Chennai,600006,8,9
25-11-2025,Tamil Nadu,Chennai,600007,6,3
25-11-2025,Tamil Nadu,Chennai,600009,6,0
25-11-2025,Tamil Nadu,Chennai,600010,13,9
26-11-2025,Tamil Nadu,Chennai,600001,42,32
26-11-2025,Tamil Nadu,Chennai,600010,21,7
26-11-2025,Tamil Nadu,Chennai,600021,54,32
26-11-2025,Tamil Nadu,Chennai,600029,16,7
26-11-2025,Tamil Nadu,Chennai,600036,3,0
26-11-2025,Tamil Nadu,Chennai,600039,46,64
26-11-2025,Tamil Nadu,Chennai,600040,27,14
26-11-2025,Tamil Nadu,Chennai,600041,22,15
26-11-2025,Tamil Nadu,Chennai,600053,1,1
26-11-2025,Tamil Nadu,Chennai,600080,1,1
26-11-2025,Tamil Nadu,Chennai,600085,15,5
26-11-2025,Tamil Nadu,Chennai,600100,5,2
26-11-2025,Tamil Nadu,Chennai,600107,15,1
10-12-2025,Tamil Nadu,Chennai,600003,3,7
10-12-2025,Tamil Nadu,Chennai,600013,11,23
10-12-2025,Tamil Nadu,Chennai,600019,1,3
10-12-2025,Tamil Nadu,Chennai,600021,53,46
10-12-2025,Tamil Nadu,Chennai,600026,11,9
10-12-2025,Tamil Nadu,Chennai,600032,8,7
10-12-2025,Tamil Nadu,Chennai,600033,17,11
10-12-2025,Tamil Nadu,Chennai,600035,4,9
10-12-2025,Tamil Nadu,Chennai,600040,10,10
10-12-2025,Tamil Nadu,Chennai,600042,20,24
10-12-2025,Tamil Nadu,Chennai,600061,2,0
10-12-2025,Tamil Nadu,Chennai,600083,23,17
10-12-2025,Tamil Nadu,Chennai,600093,44,10
10-12-2025,Tamil Nadu,Chennai,600094,28,12
10-12-2025,Tamil Nadu,Chennai,600095,1,0
10-12-2025,Tamil Nadu,Chennai,600097,4,4
10-12-2025,Tamil Nadu,Chennai,600108,3,1
01-12-2025,Tamil Nadu,Chennai,600010,7,3
01-12-2025,Tamil Nadu,Chennai,600011,15,8
01-12-2025,Tamil Nadu,Chennai,600012,46,16
01-12-2025,Tamil Nadu,Chennai,600015,27,6
01-12-2025,Tamil Nadu,Chennai,600020,9,3
01-12-2025,Tamil Nadu,Chennai,600029,8,5
01-12-2025,Tamil Nadu,Chennai,600038,1,0
01-12-2025,Tamil Nadu,Chennai,600041,15,7
01-12-2025,Tamil Nadu,Chennai,600051,0,1
01-12-2025,Tamil Nadu,Chennai,600078,35,12
01-12-2025,Tamil Nadu,Chennai,600088,2,0
01-12-2025,Tamil Nadu,Chennai,600091,3,3
01-12-2025,Tamil Nadu,Chennai,600092,11,12
01-12-2025,Tamil Nadu,Chennai,600093,5,4
01-12-2025,Tamil Nadu,Chennai,600094,26,8
01-12-2025,Tamil Nadu,Chennai,600113,9,0
02-12-2025,Tamil Nadu,Chennai,600013,8,10
02-12-2025,Tamil Nadu,Chennai,600014,17,9
02-12-2025,Tamil Nadu,Chennai,600032,6,3
02-12-2025,Tamil Nadu,Chennai,600033,21,3
02-12-2025,Tamil Nadu,Chennai,600036,3,1
02-12-2025,Tamil Nadu,Chennai,600038,4,0
02-12-2025,Tamil Nadu,Chennai,600040,33,9
02-12-2025,Tamil Nadu,Chennai,600078,47,11
02-12-2025,Tamil Nadu,Chennai,600094,27,9
02-12-2025,Tamil Nadu,Chennai,600095,0,2
02-12-2025,Tamil Nadu,Chennai,600100,5,2
02-12-2025,Tamil Nadu,Chennai,600112,3,3
02-12-2025,Tamil Nadu,Chennai,600115,3,0
02-12-2025,Tamil Nadu,Chennai,600117,2,0
02-12-2025,Tamil Nadu,Chennai,600118,23,19
04-12-2025,Tamil Nadu,Chennai,600005,40,12
04-12-2025,Tamil Nadu,Chennai,600011,25,14
04-12-2025,Tamil Nadu,Chennai,600013,14,16
04-12-2025,Tamil Nadu,Chennai,600014,24,9
04-12-2025,Tamil Nadu,Chennai,600016,1,0
04-12-2025,Tamil Nadu,Chennai,600024,18,12
04-12-2025,Tamil Nadu,Chennai,600039,25,28
04-12-2025,Tamil Nadu,Chennai,600061,0,1
04-12-2025,Tamil Nadu,Chennai,600083,16,13
04-12-2025,Tamil Nadu,Chennai,600084,1,0
04-12-2025,Tamil Nadu,Chennai,600085,7,4
04-12-2025,Tamil Nadu,Chennai,600088,2,1
04-12-2025,Tamil Nadu,Chennai,600090,3,4
04-12-2025,Tamil Nadu,Chennai,600092,11,7
04-12-2025,Tamil Nadu,Chennai,600097,8,2
04-12-2025,Tamil Nadu,Chennai,600107,13,6
05-12-2025,Tamil Nadu,Chennai,600003,1,0
05-12-2025,Tamil Nadu,Chennai,600005,48,20
05-12-2025,Tamil Nadu,Chennai,600024,12,16
05-12-2025,Tamil Nadu,Chennai,600041,16,14
05-12-2025,Tamil Nadu,Chennai,600061,1,1
05-12-2025,Tamil Nadu,Chennai,600081,23,27
05-12-2025,Tamil Nadu,Chennai,600082,11,8
05-12-2025,Tamil Nadu,Chennai,600086,7,1
05-12-2025,Tamil Nadu,Chennai,600107,5,2
05-12-2025,Tamil Nadu,Chennai,600108,1,2
09-12-2025,Tamil Nadu,Chennai,600016,2,0
09-12-2025,Tamil Nadu,Chennai,600017,36,25
09-12-2025,Tamil Nadu,Chennai,600019,0,1
09-12-2025,Tamil Nadu,Chennai,600031,21,6
09-12-2025,Tamil Nadu,Chennai,600033,26,13
09-12-2025,Tamil Nadu,Chennai,600035,5,5
09-12-2025,Tamil Nadu,Chennai,600038,1,1
09-12-2025,Tamil Nadu,Chennai,600041,10,16
09-12-2025,Tamil Nadu,Chennai,600078,55,19
09-12-2025,Tamil Nadu,Chennai,600083,42,17
09-12-2025,Tamil Nadu,Chennai,600087,0,2
09-12-2025,Tamil Nadu,Chennai,600092,32,19
09-12-2025,Tamil Nadu,Chennai,600094,25,20
09-12-2025,Tamil Nadu,Chennai,600102,11,5
08-12-2025,Tamil Nadu,Chennai,600001,35,36
08-12-2025,Tamil Nadu,Chennai,600004,12,15
08-12-2025,Tamil Nadu,Chennai,600007,17,6
08-12-2025,Tamil Nadu,Chennai,600008,1,3
08-12-2025,Tamil Nadu,Chennai,600009,1,0
08-12-2025,Tamil Nadu,Chennai,600011,20,23
08-12-2025,Tamil Nadu,Chennai,600017,18,13
08-12-2025,Tamil Nadu,Chennai,600018,7,3
08-12-2025,Tamil Nadu,Chennai,600024,14,5
08-12-2025,Tamil Nadu,Chennai,600028,8,6
08-12-2025,Tamil Nadu,Chennai,600033,24,21
08-12-2025,Tamil Nadu,Chennai,600068,0,1
08-12-2025,Tamil Nadu,Chennai,600084,2,1
08-12-2025,Tamil Nadu,Chennai,600088,3,0
08-12-2025,Tamil Nadu,Chennai,600089,0,1
08-12-2025,Tamil Nadu,Chennai,600096,6,3
08-12-2025,Tamil Nadu,Chennai,600100,6,4
08-12-2025,Tamil Nadu,Chennai,600107,7,5
08-12-2025,Tamil Nadu,Chennai,600116,2,3
08-12-2025,Tamil Nadu,Chennai,600119,1,0
08-12-2025,Tamil Nadu,Chennai,600129,2,1
12-12-2025,Tamil Nadu,Chennai,600003,1,7
12-12-2025,Tamil Nadu,Chennai,600008,1,3
12-12-2025,Tamil Nadu,Chennai,600009,4,0
12-12-2025,Tamil Nadu,Chennai,600010,21,9
12-12-2025,Tamil Nadu,Chennai,600018,27,12
12-12-2025,Tamil Nadu,Chennai,600019,0,1
12-12-2025,Tamil Nadu,Chennai,600023,15,25
12-12-2025,Tamil Nadu,Chennai,600026,11,11
12-12-2025,Tamil Nadu,Chennai,600042,19,16
12-12-2025,Tamil Nadu,Chennai,600084,3,4
12-12-2025,Tamil Nadu,Chennai,600086,5,1
12-12-2025,Tamil Nadu,Chennai,600087,1,0
12-12-2025,Tamil Nadu,Chennai,600088,6,0
12-12-2025,Tamil Nadu,Chennai,600089,0,1
12-12-2025,Tamil Nadu,Chennai,600100,3,2
12-12-2025,Tamil Nadu,Chennai,600126,1,0
13-12-2025,Tamil Nadu,Chennai,600002,26,18
13-12-2025,Tamil Nadu,Chennai,600005,63,17
13-12-2025,Tamil Nadu,Chennai,600006,6,3
13-12-2025,Tamil Nadu,Chennai,600007,9,8
13-12-2025,Tamil Nadu,Chennai,600010,14,8
13-12-2025,Tamil Nadu,Chennai,600012,37,26
13-12-2025,Tamil Nadu,Chennai,600017,23,6
13-12-2025,Tamil Nadu,Chennai,600022,1,0
13-12-2025,Tamil Nadu,Chennai,600023,24,19
13-12-2025,Tamil Nadu,Chennai,600033,28,14
13-12-2025,Tamil Nadu,Chennai,600036,2,0
13-12-2025,Tamil Nadu,Chennai,600039,33,34
13-12-2025,Tamil Nadu,Chennai,600040,13,7
13-12-2025,Tamil Nadu,Chennai,600066,2,0
13-12-2025,Tamil Nadu,Chennai,600107,2,0
13-12-2025,Tamil Nadu,Chennai,600113,15,1
13-12-2025,Tamil Nadu,Chennai,600118,42,14
23-12-2025,Tamil Nadu,Chennai,600002,8,20
23-12-2025,Tamil Nadu,Chennai,600006,1,5
23-12-2025,Tamil Nadu,Chennai,600009,1,1
23-12-2025,Tamil Nadu,Chennai,600021,26,38
23-12-2025,Tamil Nadu,Chennai,600032,14,11
23-12-2025,Tamil Nadu,Chennai,600040,7,13
23-12-2025,Tamil Nadu,Chennai,600041,16,18
23-12-2025,Tamil Nadu,Chennai,600100,7,3
23-12-2025,Tamil Nadu,Chennai,600106,13,18
23-12-2025,Tamil Nadu,Chennai,600112,2,11
23-12-2025,Tamil Nadu,Chennai,600119,7,4
22-12-2025,Tamil Nadu,Chennai,600001,14,45
22-12-2025,Tamil Nadu,Chennai,600005,14,18
22-12-2025,Tamil Nadu,Chennai,600014,17,14
22-12-2025,Tamil Nadu,Chennai,600015,15,20
22-12-2025,Tamil Nadu,Chennai,600020,6,14
22-12-2025,Tamil Nadu,Chennai,600021,35,51
22-12-2025,Tamil Nadu,Chennai,600023,12,40
22-12-2025,Tamil Nadu,Chennai,600030,6,6
22-12-2025,Tamil Nadu,Chennai,600038,5,1
22-12-2025,Tamil Nadu,Chennai,600085,6,4
22-12-2025,Tamil Nadu,Chennai,600088,4,3
22-12-2025,Tamil Nadu,Chennai,600106,8,10
22-12-2025,Tamil Nadu,Chennai,600107,0,4
22-12-2025,Tamil Nadu,Chennai,600113,2,5
25-12-2025,Tamil Nadu,Chennai,600004,1,1
25-12-2025,Tamil Nadu,Chennai,600082,0,1
24-12-2025,Tamil Nadu,Chennai,600001,26,28
24-12-2025,Tamil Nadu,Chennai,600016,2,0
24-12-2025,Tamil Nadu,Chennai,600020,16,12
24-12-2025,Tamil Nadu,Chennai,600034,11,4
24-12-2025,Tamil Nadu,Chennai,600040,12,8
24-12-2025,Tamil Nadu,Chennai,600042,36,22
24-12-2025,Tamil Nadu,Chennai,600079,1,2
24-12-2025,Tamil Nadu,Chennai,600086,4,3
24-12-2025,Tamil Nadu,Chennai,600100,10,2
24-12-2025,Tamil Nadu,Chennai,600112,5,5
24-12-2025,Tamil Nadu,Chennai,600129,6,0
26-12-2025,Tamil Nadu,Chennai,600001,29,21
26-12-2025,Tamil Nadu,Chennai,600002,14,15
26-12-2025,Tamil Nadu,Chennai,600005,27,17
26-12-2025,Tamil Nadu,Chennai,600017,30,15
26-12-2025,Tamil Nadu,Chennai,600024,22,10
26-12-2025,Tamil Nadu,Chennai,600030,4,4
26-12-2025,Tamil Nadu,Chennai,600042,32,27
26-12-2025,Tamil Nadu,Chennai,600049,16,3
26-12-2025,Tamil Nadu,Chennai,600078,31,32
26-12-2025,Tamil Nadu,Chennai,600087,0,1
26-12-2025,Tamil Nadu,Chennai,600095,0,1
26-12-2025,Tamil Nadu,Chennai,600102,7,3
26-12-2025,Tamil Nadu,Chennai,600107,10,3
26-12-2025,Tamil Nadu,Chennai,600108,1,0
26-12-2025,Tamil Nadu,Chennai,600113,7,3
26-12-2025,Tamil Nadu,Chennai,600119,11,3
01-03-2025,Tamil Nadu,Chennai,600014,180,250
01-03-2025,Tamil Nadu,Chennai,600002,231,313
01-03-2025,Tamil Nadu,Chennai,600013,274,400
01-03-2025,Tamil Nadu,Chennai,600081,351,725
01-03-2025,Tamil Nadu,Chennai,600096,71,45
01-03-2025,Tamil Nadu,Chennai,600092,132,298
01-03-2025,Tamil Nadu,Chennai,600017,214,322
01-04-2025,Tamil Nadu,Chennai,600088,28,17
01-04-2025,Tamil Nadu,Chennai,600029,97,143
01-04-2025,Tamil Nadu,Chennai,600006,32,81
01-05-2025,Tamil Nadu,Chennai,600007,89,120
01-05-2025,Tamil Nadu,Chennai,600094,215,361
01-05-2025,Tamil Nadu,Chennai,600038,39,22
01-03-2025,Tamil Nadu,Chennai,600015,309,392
01-04-2025,Tamil Nadu,Chennai,600008,20,46
01-04-2025,Tamil Nadu,Chennai,600112,77,125
01-05-2025,Tamil Nadu,Chennai,600040,193,307
01-05-2025,Tamil Nadu,Chennai,600006,42,72
01-04-2025,Tamil Nadu,Chennai,600115,19,22
01-04-2025,Tamil Nadu,Chennai,600090,38,50
01-04-2025,Tamil Nadu,Chennai,600093,75,167
01-05-2025,Tamil Nadu,Chennai,600081,512,625
01-05-2025,Tamil Nadu,Chennai,600100,95,89
01-05-2025,Tamil Nadu,Chennai,600028,189,211
01-05-2025,Tamil Nadu,Chennai,600001,330,652
01-05-2025,Tamil Nadu,Chennai,600078,361,414
01-05-2025,Tamil Nadu,Chennai,600085,97,92
01-05-2025,Tamil Nadu,Chennai,600002,229,265
19-10-2025,Tamil Nadu,Chennai,600084,4,0
19-10-2025,Tamil Nadu,Chennai,600090,4,0
20-10-2025,Tamil Nadu,Chennai,600010,1,0
20-10-2025,Tamil Nadu,Chennai,600034,2,0
26-10-2025,Tamil Nadu,Chennai,600003,7,1
26-10-2025,Tamil Nadu,Chennai,600022,1,0
26-10-2025,Tamil Nadu,Chennai,600035,22,4
02-11-2025,Tamil Nadu,Chennai,600079,1,0
05-11-2025,Tamil Nadu,Chennai,600009,1,0
09-11-2025,Tamil Nadu,Chennai,600034,2,0
14-12-2025,Tamil Nadu,Chennai,600077,0,1
24-12-2025,Tamil Nadu,Chennai,600061,0,8
22-12-2025,Tamil Nadu,Chennai,600051,0,1
22-12-2025,Tamil Nadu,Chennai,600066,1,3
22-12-2025,Tamil Nadu,Chennai,600117,1,2
25-12-2025,Tamil Nadu,Chennai,600002,0,8
25-12-2025,Tamil Nadu,Chennai,600010,0,4
25-12-2025,Tamil Nadu,Chennai,600015,0,6
25-12-2025,Tamil Nadu,Chennai,600028,0,4
25-12-2025,Tamil Nadu,Chennai,600029,0,2
25-12-2025,Tamil Nadu,Chennai,600034,0,1
25-12-2025,Tamil Nadu,Chennai,600035,0,2
25-12-2025,Tamil Nadu,Chennai,600051,0,2
25-12-2025,Tamil Nadu,Chennai,600053,0,2
25-12-2025,Tamil Nadu,Chennai,600060,0,4
25-12-2025,Tamil Nadu,Chennai,600096,0,3
25-12-2025,Tamil Nadu,Chennai,600103,0,1
25-12-2025,Tamil Nadu,Chennai,600129,0,4
26-12-2025,Tamil Nadu,Chennai,600058,0,4
26-12-2025,Tamil Nadu,Chennai,600060,0,4
26-12-2025,Tamil Nadu,Chennai,600125,1,21
18-12-2025,Tamil Nadu,Chennai,600016,0,4
18-12-2025,Tamil Nadu,Chennai,600050,0,10
18-12-2025,Tamil Nadu,Chennai,600053,1,4
18-12-2025,Tamil Nadu,Chennai,600057,0,1
18-12-2025,Tamil Nadu,Chennai,600068,1,6
18-12-2025,Tamil Nadu,Chennai,600114,0,3
17-12-2025,Tamil Nadu,Chennai,600057,0,6
17-12-2025,Tamil Nadu,Chennai,600066,1,2
17-12-2025,Tamil Nadu,Chennai,600080,0,3
19-12-2025,Tamil Nadu,Chennai,600036,0,2
19-12-2025,Tamil Nadu,Chennai,600053,0,4
19-12-2025,Tamil Nadu,Chennai,600087,0,5
19-12-2025,Tamil Nadu,Chennai,600089,0,4
19-12-2025,Tamil Nadu,Chennai,600117,0,2
19-12-2025,Tamil Nadu,Chennai,600126,0,3
07-12-2025,Tamil Nadu,Chennai,600025,1,0
04-12-2025,Tamil Nadu,Chennai,600022,1,0
28-12-2025,Tamil Nadu,Chennai,600004,9,7
28-12-2025,Tamil Nadu,Chennai,600012,10,7
28-12-2025,Tamil Nadu,Chennai,600021,20,8
28-12-2025,Tamil Nadu,Chennai,600026,3,2
28-12-2025,Tamil Nadu,Chennai,600028,1,2
28-12-2025,Tamil Nadu,Chennai,600041,11,2
28-12-2025,Tamil Nadu,Chennai,600049,5,2
28-12-2025,Tamil Nadu,Chennai,600085,2,0
28-12-2025,Tamil Nadu,Chennai,600099,0,1
28-12-2025,Tamil Nadu,Chennai,600100,1,0
28-12-2025,Tamil Nadu,Chennai,600113,3,1
28-12-2025,Tamil Nadu,Chennai,600118,11,8
27-12-2025,Tamil Nadu,Chennai,600003,9,8
27-12-2025,Tamil Nadu,Chennai,600005,33,19
27-12-2025,Tamil Nadu,Chennai,600011,25,18
27-12-2025,Tamil Nadu,Chennai,600021,48,29
27-12-2025,Tamil Nadu,Chennai,600029,11,11
27-12-2025,Tamil Nadu,Chennai,600033,34,10
27-12-2025,Tamil Nadu,Chennai,600040,15,8
27-12-2025,Tamil Nadu,Chennai,600041,19,16
27-12-2025,Tamil Nadu,Chennai,600083,21,10
27-12-2025,Tamil Nadu,Chennai,600084,0,3
27-12-2025,Tamil Nadu,Chennai,600085,9,4
27-12-2025,Tamil Nadu,Chennai,600095,0,1
27-12-2025,Tamil Nadu,Chennai,600126,1,0
29-12-2025,Tamil Nadu,Chennai,600011,11,17
29-12-2025,Tamil Nadu,Chennai,600013,14,16
29-12-2025,Tamil Nadu,Chennai,600014,26,11
29-12-2025,Tamil Nadu,Chennai,600021,39,32
29-12-2025,Tamil Nadu,Chennai,600039,29,25
29-12-2025,Tamil Nadu,Chennai,600041,22,15
29-12-2025,Tamil Nadu,Chennai,600060,1,0
29-12-2025,Tamil Nadu,Chennai,600107,3,1
29-12-2025,Tamil Nadu,Chennai,600112,7,6
29-12-2025,Tamil Nadu,Chennai,600113,10,6
29-12-2025,Tamil Nadu,Chennai,600117,2,0
29-12-2025,Tamil Nadu,Chennai,600129,6,0
21-12-2025,Tamil Nadu,Chennai,600023,0,16
21-12-2025,Tamil Nadu,Chennai,600032,0,6
21-12-2025,Tamil Nadu,Chennai,600037,2,2
21-12-2025,Tamil Nadu,Chennai,600041,0,15
21-12-2025,Tamil Nadu,Chennai,600042,1,19
21-12-2025,Tamil Nadu,Chennai,600049,0,11
21-12-2025,Tamil Nadu,Chennai,600061,0,1
21-12-2025,Tamil Nadu,Chennai,600082,0,10
21-12-2025,Tamil Nadu,Chennai,600092,0,4
21-12-2025,Tamil Nadu,Chennai,600097,0,8
20-12-2025,Tamil Nadu,Chennai,600060,0,7
20-12-2025,Tamil Nadu,Chennai,600103,0,1
12-12-2025,Tamil Nadu,Chennai,600058,0,2
12-12-2025,Tamil Nadu,Chennai,600066,0,1
12-12-2025,Tamil Nadu,Chennai,600068,0,5
12-12-2025,Tamil Nadu,Chennai,600080,0,5
13-12-2025,Tamil Nadu,Chennai,600037,1,6
13-12-2025,Tamil Nadu,Chennai,600050,1,5
13-12-2025,Tamil Nadu,Chennai,600051,1,1
13-12-2025,Tamil Nadu,Chennai,600053,0,2
13-12-2025,Tamil Nadu,Chennai,600087,0,6
13-12-2025,Tamil Nadu,Chennai,600095,0,7
14-12-2025,Tamil Nadu,Chennai,600028,0,4
14-12-2025,Tamil Nadu,Chennai,600035,0,1
14-12-2025,Tamil Nadu,Chennai,600037,0,3
14-12-2025,Tamil Nadu,Chennai,600049,0,8
14-12-2025,Tamil Nadu,Chennai,600088,0,2
14-12-2025,Tamil Nadu,Chennai,600090,0,1
14-12-2025,Tamil Nadu,Chennai,600096,1,6
14-12-2025,Tamil Nadu,Chennai,600100,0,1
14-12-2025,Tamil Nadu,Chennai,600125,1,2
14-12-2025,Tamil Nadu,Chennai,600129,1,9
16-12-2025,Tamil Nadu,Chennai,600036,0,1
16-12-2025,Tamil Nadu,Chennai,600057,0,1
16-12-2025,Tamil Nadu,Chennai,600060,0,10
03-01-2026,Tamil Nadu,Chennai,600004,5,3
03-01-2026,Tamil Nadu,Chennai,600006,3,0
03-01-2026,Tamil Nadu,Chennai,600015,2,2
03-01-2026,Tamil Nadu,Chennai,600023,5,2
03-01-2026,Tamil Nadu,Chennai,600026,0,2
03-01-2026,Tamil Nadu,Chennai,600031,4,1
03-01-2026,Tamil Nadu,Chennai,600033,5,1
03-01-2026,Tamil Nadu,Chennai,600034,2,0
03-01-2026,Tamil Nadu,Chennai,600035,1,1
03-01-2026,Tamil Nadu,Chennai,600081,5,3
03-01-2026,Tamil Nadu,Chennai,600093,3,1
03-01-2026,Tamil Nadu,Chennai,600096,1,0
01-01-2026,Tamil Nadu,Chennai,600002,34,13
01-01-2026,Tamil Nadu,Chennai,600006,5,3
01-01-2026,Tamil Nadu,Chennai,600019,1,1
01-01-2026,Tamil Nadu,Chennai,600020,11,12
01-01-2026,Tamil Nadu,Chennai,600024,29,12
01-01-2026,Tamil Nadu,Chennai,600028,25,10
01-01-2026,Tamil Nadu,Chennai,600033,30,23
01-01-2026,Tamil Nadu,Chennai,600035,6,5
01-01-2026,Tamil Nadu,Chennai,600039,62,67
01-01-2026,Tamil Nadu,Chennai,600078,39,40
01-01-2026,Tamil Nadu,Chennai,600081,39,32
01-01-2026,Tamil Nadu,Chennai,600090,4,2
01-01-2026,Tamil Nadu,Chennai,600091,18,4
01-01-2026,Tamil Nadu,Chennai,600096,8,4
01-01-2026,Tamil Nadu,Chennai,600097,6,6
01-01-2026,Tamil Nadu,Chennai,600116,1,1
01-01-2026,Tamil Nadu,Chennai,600129,2,1
02-01-2026,Tamil Nadu,Chennai,600007,9,3
02-01-2026,Tamil Nadu,Chennai,600017,15,11
02-01-2026,Tamil Nadu,Chennai,600018,7,13
