date,state,district,pincode,age_0_5,age_5_17,age_18_greater
26-12-2025,Tamil Nadu,Chennai,600001,1,0,0
26-12-2025,Tamil Nadu,Chennai,600002,1,0,0
26-12-2025,Tamil Nadu,Chennai,600005,3,0,0
26-12-2025,Tamil Nadu,Chennai,600017,1,0,0
26-12-2025,Tamil Nadu,Chennai,600024,2,0,0
26-12-2025,Tamil Nadu,Chennai,600030,1,0,0
26-12-2025,Tamil Nadu,Chennai,600042,2,0,0
26-12-2025,Tamil Nadu,Chennai,600053,0,1,0
26-12-2025,Tamil Nadu,Chennai,600078,2,0,0
26-12-2025,Tamil Nadu,Chennai,600095,1,0,0
26-12-2025,Tamil Nadu,Chennai,600102,0,1,0
26-12-2025,Tamil Nadu,Chennai,600113,1,0,0
26-12-2025,Tamil Nadu,Chennai,600119,0,1,0
29-12-2025,Tamil Nadu,Chennai,600018,1,0,0
29-12-2025,Tamil Nadu,Chennai,600020,3,0,0
29-12-2025,Tamil Nadu,Chennai,600023,0,1,0
29-12-2025,Tamil Nadu,Chennai,600024,2,0,0
29-12-2025,Tamil Nadu,Chennai,600031,1,0,0
29-12-2025,Tamil Nadu,Chennai,600033,3,0,0
29-12-2025,Tamil Nadu,Chennai,600081,4,0,0
29-12-2025,Tamil Nadu,Chennai,600088,1,0,0
29-12-2025,Tamil Nadu,Chennai,600093,1,0,0
29-12-2025,Tamil Nadu,Chennai,600108,1,0,0
29-12-2025,Tamil Nadu,Chennai,600115,0,0,2
29-12-2025,Tamil Nadu,Chennai,600118,9,1,3
27-12-2025,Tamil Nadu,Chennai,600010,1,0,0
27-12-2025,Tamil Nadu,Chennai,600023,2,0,0
27-12-2025,Tamil Nadu,Chennai,600030,1,0,0
27-12-2025,Tamil Nadu,Chennai,600032,1,0,0
27-12-2025,Tamil Nadu,Chennai,600042,8,0,0
27-12-2025,Tamil Nadu,Chennai,600078,9,0,0
27-12-2025,Tamil Nadu,Chennai,600090,1,1,0
27-12-2025,Tamil Nadu,Chennai,600092,1,0,0
27-12-2025,Tamil Nadu,Chennai,600100,1,0,0
27-12-2025,Tamil Nadu,Chennai,600115,0,1,0
27-12-2025,Tamil Nadu,Chennai,600118,4,0,0
28-12-2025,Tamil Nadu,Chennai,600033,4,0,0
28-12-2025,Tamil Nadu,Chennai,600084,0,1,0
28-12-2025,Tamil Nadu,Chennai,600094,1,0,0
28-12-2025,Tamil Nadu,Chennai,600129,1,0,0
01-01-2026,Tamil Nadu,Chennai,600007,7,1,0
01-01-2026,Tamil Nadu,Chennai,600016,1,0,0
01-01-2026,Tamil Nadu,Chennai,600017,6,3,0
01-01-2026,Tamil Nadu,Chennai,600029,3,2,0
01-01-2026,Tamil Nadu,Chennai,600032,1,2,0
01-01-2026,Tamil Nadu,Chennai,600041,10,1,0
01-01-2026,Tamil Nadu,Chennai,600051,1,0,0
01-01-2026,Tamil Nadu,Chennai,600084,2,0,0
01-01-2026,Tamil Nadu,Chennai,600092,8,0,0
01-01-2026,Tamil Nadu,Chennai,600095,3,0,0
01-01-2026,Tamil Nadu,Chennai,600102,2,0,0
01-01-2026,Tamil Nadu,Chennai,600106,5,1,0
01-01-2026,Tamil Nadu,Chennai,600107,3,0,0
01-01-2026,Tamil Nadu,Chennai,600112,1,0,0
01-01-2026,Tamil Nadu,Chennai,600117,0,1,0
01-01-2026,Tamil Nadu,Chennai,600118,18,7,0
01-01-2026,Tamil Nadu,Chennai,600125,0,2,0
31-12-2025,Tamil Nadu,Chennai,600007,3,0,0
31-12-2025,Tamil Nadu,Chennai,600008,2,0,0
31-12-2025,Tamil Nadu,Chennai,600022,1,0,0
31-12-2025,Tamil Nadu,Chennai,600078,15,3,0
31-12-2025,Tamil Nadu,Chennai,600092,3,0,0
31-12-2025,Tamil Nadu,Chennai,600100,2,1,0
31-12-2025,Tamil Nadu,Chennai,600115,1,2,0
31-12-2025,Tamil Nadu,Chennai,600129,0,3,0
02-01-2026,Tamil Nadu,Chennai,600005,4,1,0
02-01-2026,Tamil Nadu,Chennai,600041,2,1,0
02-01-2026,Tamil Nadu,Chennai,600081,2,0,0
02-01-2026,Tamil Nadu,Chennai,600106,2,1,0
03-01-2026,Tamil Nadu,Chennai,600113,0,1,0
09-06-2025,Tamil Nadu,Chennai,600005,4,1,0
09-06-2025,Tamil Nadu,Chennai,600006,2,2,0
09-06-2025,Tamil Nadu,Chennai,600008,1,0,0
09-06-2025,Tamil Nadu,Chennai,600028,0,2,0
09-06-2025,Tamil Nadu,Chennai,600032,0,3,0
09-06-2025,Tamil Nadu,Chennai,600039,3,1,0
09-06-2025,Tamil Nadu,Chennai,600049,3,2,0
09-06-2025,Tamil Nadu,Chennai,600083,2,0,0
09-06-2025,Tamil Nadu,Chennai,600102,1,0,0
09-06-2025,Tamil Nadu,Chennai,600112,1,0,0
10-06-2025,Tamil Nadu,Chennai,600001,1,3,0
10-06-2025,Tamil Nadu,Chennai,600003,1,2,0
10-06-2025,Tamil Nadu,Chennai,600004,2,4,0
10-06-2025,Tamil Nadu,Chennai,600014,2,2,0
10-06-2025,Tamil Nadu,Chennai,600016,1,0,0
10-06-2025,Tamil Nadu,Chennai,600029,1,0,0
10-06-2025,Tamil Nadu,Chennai,600032,2,2,0
10-06-2025,Tamil Nadu,Chennai,600049,2,1,0
10-06-2025,Tamil Nadu,Chennai,600094,3,1,0
10-06-2025,Tamil Nadu,Chennai,600097,0,1,0
10-06-2025,Tamil Nadu,Chennai,600100,0,1,0
10-06-2025,Tamil Nadu,Chennai,600102,3,0,0
10-06-2025,Tamil Nadu,Chennai,600112,1,0,0
10-06-2025,Tamil Nadu,Chennai,600118,2,2,0
11-06-2025,Tamil Nadu,Chennai,600003,2,1,0
11-06-2025,Tamil Nadu,Chennai,600004,2,0,0
11-06-2025,Tamil Nadu,Chennai,600014,2,1,0
11-06-2025,Tamil Nadu,Chennai,600026,1,1,0
11-06-2025,Tamil Nadu,Chennai,600033,1,1,0
11-06-2025,Tamil Nadu,Chennai,600034,2,1,0
11-06-2025,Tamil Nadu,Chennai,600082,4,1,0
11-06-2025,Tamil Nadu,Chennai,600090,0,1,0
11-06-2025,Tamil Nadu,Chennai,600093,0,1,0
11-06-2025,Tamil Nadu,Chennai,600094,6,5,0
11-06-2025,Tamil Nadu,Chennai,600106,2,1,0
11-06-2025,Tamil Nadu,Chennai,600112,1,1,0
12-06-2025,Tamil Nadu,Chennai,600013,3,0,0
12-06-2025,Tamil Nadu,Chennai,600031,1,0,0
12-06-2025,Tamil Nadu,Chennai,600036,0,2,0
12-06-2025,Tamil Nadu,Chennai,600041,0,2,0
12-06-2025,Tamil Nadu,Chennai,600042,2,4,0
12-06-2025,Tamil Nadu,Chennai,600081,2,1,1
12-06-2025,Tamil Nadu,Chennai,600093,0,1,0
13-06-2025,Tamil Nadu,Chennai,600002,0,3,0
13-06-2025,Tamil Nadu,Chennai,600007,0,2,0
13-06-2025,Tamil Nadu,Chennai,600011,4,2,0
13-06-2025,Tamil Nadu,Chennai,600012,5,2,0
13-06-2025,Tamil Nadu,Chennai,600029,1,2,0
13-06-2025,Tamil Nadu,Chennai,600078,2,1,0
13-06-2025,Tamil Nadu,Chennai,600094,3,1,0
13-06-2025,Tamil Nadu,Chennai,600119,0,3,1
15-06-2025,Tamil Nadu,Chennai,600014,2,1,0
15-06-2025,Tamil Nadu,Chennai,600106,1,0,0
14-06-2025,Tamil Nadu,Chennai,600011,2,2,0
14-06-2025,Tamil Nadu,Chennai,600028,1,2,1
14-06-2025,Tamil Nadu,Chennai,600078,5,0,0
14-06-2025,Tamil Nadu,Chennai,600081,3,2,0
14-06-2025,Tamil Nadu,Chennai,600093,1,0,0
14-06-2025,Tamil Nadu,Chennai,600097,2,1,1
14-06-2025,Tamil Nadu,Chennai,600106,1,0,0
14-06-2025,Tamil Nadu,Chennai,600118,6,7,0
16-06-2025,Tamil Nadu,Chennai,600001,6,2,0
16-06-2025,Tamil Nadu,Chennai,600008,1,2,0
16-06-2025,Tamil Nadu,Chennai,600011,6,2,0
16-06-2025,Tamil Nadu,Chennai,600017,7,2,0
16-06-2025,Tamil Nadu,Chennai,600018,0,2,0
16-06-2025,Tamil Nadu,Chennai,600020,0,1,0
16-06-2025,Tamil Nadu,Chennai,600035,1,2,0
16-06-2025,Tamil Nadu,Chennai,600036,1,0,0
16-06-2025,Tamil Nadu,Chennai,600049,1,1,0
16-06-2025,Tamil Nadu,Chennai,600096,0,1,0
18-06-2025,Tamil Nadu,Chennai,600012,2,0,0
18-06-2025,Tamil Nadu,Chennai,600042,1,2,1
18-06-2025,Tamil Nadu,Chennai,600081,4,2,1
18-06-2025,Tamil Nadu,Chennai,600085,1,0,0
18-06-2025,Tamil Nadu,Chennai,600118,6,1,0
19-06-2025,Tamil Nadu,Chennai,600005,3,3,0
19-06-2025,Tamil Nadu,Chennai,600013,2,2,0
19-06-2025,Tamil Nadu,Chennai,600018,1,0,0
19-06-2025,Tamil Nadu,Chennai,600026,1,0,0
19-06-2025,Tamil Nadu,Chennai,600029,3,0,0
19-06-2025,Tamil Nadu,Chennai,600031,2,0,0
19-06-2025,Tamil Nadu,Chennai,600038,1,0,0
19-06-2025,Tamil Nadu,Chennai,600040,5,2,0
19-06-2025,Tamil Nadu,Chennai,600042,5,2,0
19-06-2025,Tamil Nadu,Chennai,600049,0,1,0
19-06-2025,Tamil Nadu,Chennai,600090,1,2,0
19-06-2025,Tamil Nadu,Chennai,600126,1,0,0
17-06-2025,Tamil Nadu,Chennai,600017,1,0,0
17-06-2025,Tamil Nadu,Chennai,600020,1,1,1
17-06-2025,Tamil Nadu,Chennai,600028,0,3,0
17-06-2025,Tamil Nadu,Chennai,600031,1,0,0
17-06-2025,Tamil Nadu,Chennai,600035,0,1,0
17-06-2025,Tamil Nadu,Chennai,600083,1,1,0
17-06-2025,Tamil Nadu,Chennai,600085,1,0,0
17-06-2025,Tamil Nadu,Chennai,600093,1,1,0
17-06-2025,Tamil Nadu,Chennai,600116,0,1,0
17-06-2025,Tamil Nadu,Chennai,600118,2,4,0
01-09-2025,Tamil Nadu,Chennai,600004,3,0,0
01-09-2025,Tamil Nadu,Chennai,600005,1,1,0
01-09-2025,Tamil Nadu,Chennai,600007,1,0,0
01-09-2025,Tamil Nadu,Chennai,600033,2,0,0
01-09-2025,Tamil Nadu,Chennai,600039,5,0,0
01-09-2025,Tamil Nadu,Chennai,600041,2,2,0
01-09-2025,Tamil Nadu,Chennai,600042,3,1,0
01-09-2025,Tamil Nadu,Chennai,600088,1,1,0
01-09-2025,Tamil Nadu,Chennai,600094,6,0,0
01-09-2025,Tamil Nadu,Chennai,600097,0,1,0
01-09-2025,Tamil Nadu,Chennai,600118,3,1,0
03-09-2025,Tamil Nadu,Chennai,600003,2,2,0
03-09-2025,Tamil Nadu,Chennai,600010,2,0,0
03-09-2025,Tamil Nadu,Chennai,600024,1,0,0
03-09-2025,Tamil Nadu,Chennai,600026,1,0,0
03-09-2025,Tamil Nadu,Chennai,600029,2,0,0
03-09-2025,Tamil Nadu,Chennai,600032,0,2,0
03-09-2025,Tamil Nadu,Chennai,600034,1,0,0
03-09-2025,Tamil Nadu,Chennai,600049,2,1,0
03-09-2025,Tamil Nadu,Chennai,600081,3,1,0
03-09-2025,Tamil Nadu,Chennai,600093,1,0,0
03-09-2025,Tamil Nadu,Chennai,600100,1,0,0
03-09-2025,Tamil Nadu,Chennai,600117,1,0,0
03-09-2025,Tamil Nadu,Chennai,600119,1,0,0
02-09-2025,Tamil Nadu,Chennai,600008,0,1,0
02-09-2025,Tamil Nadu,Chennai,600011,4,0,0
02-09-2025,Tamil Nadu,Chennai,600014,2,0,0
02-09-2025,Tamil Nadu,Chennai,600020,3,0,0
02-09-2025,Tamil Nadu,Chennai,600021,6,2,0
02-09-2025,Tamil Nadu,Chennai,600026,1,0,0
02-09-2025,Tamil Nadu,Chennai,600035,1,0,0
02-09-2025,Tamil Nadu,Chennai,600042,1,0,0
02-09-2025,Tamil Nadu,Chennai,600078,2,0,0
02-09-2025,Tamil Nadu,Chennai,600083,6,0,0
02-09-2025,Tamil Nadu,Chennai,600093,4,0,0
07-09-2025,Tamil Nadu,Chennai,600081,1,0,0
07-09-2025,Tamil Nadu,Chennai,600083,2,0,0
07-09-2025,Tamil Nadu,Chennai,600100,2,0,0
07-09-2025,Tamil Nadu,Chennai,600102,1,0,0
07-09-2025,Tamil Nadu,Chennai,600115,0,0,2
06-09-2025,Tamil Nadu,Chennai,600002,4,0,0
06-09-2025,Tamil Nadu,Chennai,600004,3,1,0
06-09-2025,Tamil Nadu,Chennai,600014,5,2,1
06-09-2025,Tamil Nadu,Chennai,600018,0,2,0
06-09-2025,Tamil Nadu,Chennai,600020,0,1,0
06-09-2025,Tamil Nadu,Chennai,600028,1,2,0
06-09-2025,Tamil Nadu,Chennai,600040,7,3,0
06-09-2025,Tamil Nadu,Chennai,600083,1,0,0
06-09-2025,Tamil Nadu,Chennai,600126,1,0,0
05-09-2025,Tamil Nadu,Chennai,600041,1,1,0
05-09-2025,Tamil Nadu,Chennai,600049,2,1,0
04-09-2025,Tamil Nadu,Chennai,600003,2,0,0
04-09-2025,Tamil Nadu,Chennai,600023,2,0,0
04-09-2025,Tamil Nadu,Chennai,600030,2,0,0
04-09-2025,Tamil Nadu,Chennai,600031,0,1,0
04-09-2025,Tamil Nadu,Chennai,600041,1,0,0
04-09-2025,Tamil Nadu,Chennai,600042,1,1,0
04-09-2025,Tamil Nadu,Chennai,600049,2,0,0
04-09-2025,Tamil Nadu,Chennai,600078,0,1,0
04-09-2025,Tamil Nadu,Chennai,600094,1,1,0
04-09-2025,Tamil Nadu,Chennai,600096,2,0,0
09-09-2025,Tamil Nadu,Chennai,600017,1,1,0
09-09-2025,Tamil Nadu,Chennai,600018,0,1,0
09-09-2025,Tamil Nadu,Chennai,600028,2,1,0
09-09-2025,Tamil Nadu,Chennai,600078,3,0,0
09-09-2025,Tamil Nadu,Chennai,600095,2,0,0
09-09-2025,Tamil Nadu,Chennai,600113,2,1,0
08-09-2025,Tamil Nadu,Chennai,600013,7,0,0
08-09-2025,Tamil Nadu,Chennai,600014,5,1,0
08-09-2025,Tamil Nadu,Chennai,600020,1,1,1
08-09-2025,Tamil Nadu,Chennai,600023,0,1,0
08-09-2025,Tamil Nadu,Chennai,600024,1,0,0
08-09-2025,Tamil Nadu,Chennai,600049,0,1,0
08-09-2025,Tamil Nadu,Chennai,600078,4,3,0
08-09-2025,Tamil Nadu,Chennai,600090,0,1,0
08-09-2025,Tamil Nadu,Chennai,600093,1,0,0
08-09-2025,Tamil Nadu,Chennai,600094,2,0,0
08-09-2025,Tamil Nadu,Chennai,600107,1,0,0
10-09-2025,Tamil Nadu,Chennai,600001,1,0,0
10-09-2025,Tamil Nadu,Chennai,600023,3,2,0
10-09-2025,Tamil Nadu,Chennai,600029,2,1,0
10-09-2025,Tamil Nadu,Chennai,600031,1,0,0
10-09-2025,Tamil Nadu,Chennai,600040,0,1,0
10-09-2025,Tamil Nadu,Chennai,600041,1,0,0
10-09-2025,Tamil Nadu,Chennai,600049,2,0,0
10-09-2025,Tamil Nadu,Chennai,600078,2,0,0
10-09-2025,Tamil Nadu,Chennai,600087,2,0,0
10-09-2025,Tamil Nadu,Chennai,600088,1,0,0
10-09-2025,Tamil Nadu,Chennai,600106,1,0,0
10-09-2025,Tamil Nadu,Chennai,600118,8,3,0
10-09-2025,Tamil Nadu,Chennai,600129,1,1,0
11-09-2025,Tamil Nadu,Chennai,600015,0,1,0
11-09-2025,Tamil Nadu,Chennai,600019,1,0,0
11-09-2025,Tamil Nadu,Chennai,600023,4,1,0
11-09-2025,Tamil Nadu,Chennai,600024,2,0,0
11-09-2025,Tamil Nadu,Chennai,600028,1,1,0
11-09-2025,Tamil Nadu,Chennai,600041,4,1,0
11-09-2025,Tamil Nadu,Chennai,600049,1,0,0
11-09-2025,Tamil Nadu,Chennai,600087,0,1,0
11-09-2025,Tamil Nadu,Chennai,600092,3,1,0
11-09-2025,Tamil Nadu,Chennai,600112,2,0,0
14-09-2025,Tamil Nadu,Chennai,600004,0,1,0
14-09-2025,Tamil Nadu,Chennai,600018,0,2,0
14-09-2025,Tamil Nadu,Chennai,600020,1,0,0
14-09-2025,Tamil Nadu,Chennai,600032,0,1,0
14-09-2025,Tamil Nadu,Chennai,600034,1,0,0
14-09-2025,Tamil Nadu,Chennai,600039,2,0,0
14-09-2025,Tamil Nadu,Chennai,600092,0,1,0
13-09-2025,Tamil Nadu,Chennai,600001,3,3,0
13-09-2025,Tamil Nadu,Chennai,600002,3,0,0
15-09-2025,Tamil Nadu,Chennai,600005,2,0,0
15-09-2025,Tamil Nadu,Chennai,600006,1,0,0
15-09-2025,Tamil Nadu,Chennai,600008,0,0,1
15-09-2025,Tamil Nadu,Chennai,600024,1,0,0
15-09-2025,Tamil Nadu,Chennai,600083,0,1,0
15-09-2025,Tamil Nadu,Chennai,600093,2,0,0
15-09-2025,Tamil Nadu,Chennai,600094,1,0,0
15-09-2025,Tamil Nadu,Chennai,600106,1,0,0
15-09-2025,Tamil Nadu,Chennai,600118,1,0,0
15-09-2025,Tamil Nadu,Chennai,600119,2,0,0
12-09-2025,Tamil Nadu,Chennai,600012,5,1,0
12-09-2025,Tamil Nadu,Chennai,600013,4,0,0
12-09-2025,Tamil Nadu,Chennai,600017,4,0,0
12-09-2025,Tamil Nadu,Chennai,600021,4,1,0
12-09-2025,Tamil Nadu,Chennai,600026,3,0,0
12-09-2025,Tamil Nadu,Chennai,600028,7,0,0
12-09-2025,Tamil Nadu,Chennai,600034,2,0,0
12-09-2025,Tamil Nadu,Chennai,600078,2,2,0
12-09-2025,Tamil Nadu,Chennai,600085,2,0,1
12-09-2025,Tamil Nadu,Chennai,600091,1,3,0
12-09-2025,Tamil Nadu,Chennai,600100,2,2,0
12-09-2025,Tamil Nadu,Chennai,600112,1,0,0
12-09-2025,Tamil Nadu,Chennai,600116,4,1,0
12-09-2025,Tamil Nadu,Chennai,600119,1,0,0
12-09-2025,Tamil Nadu,Chennai,600125,1,0,0
13-09-2025,Tamil Nadu,Chennai,600006,1,0,0
13-09-2025,Tamil Nadu,Chennai,600010,3,0,0
13-09-2025,Tamil Nadu,Chennai,600020,2,0,0
13-09-2025,Tamil Nadu,Chennai,600021,7,3,0
13-09-2025,Tamil Nadu,Chennai,600026,5,0,0
13-09-2025,Tamil Nadu,Chennai,600033,3,0,0
13-09-2025,Tamil Nadu,Chennai,600041,1,0,0
13-09-2025,Tamil Nadu,Chennai,600042,3,2,0
13-09-2025,Tamil Nadu,Chennai,600061,0,1,0
13-09-2025,Tamil Nadu,Chennai,600081,5,1,0
13-09-2025,Tamil Nadu,Chennai,600085,2,1,0
13-09-2025,Tamil Nadu,Chennai,600088,1,0,0
13-09-2025,Tamil Nadu,Chennai,600092,1,1,0
13-09-2025,Tamil Nadu,Chennai,600095,0,2,0
13-09-2025,Tamil Nadu,Chennai,600096,1,0,0
13-09-2025,Tamil Nadu,Chennai,600100,2,2,0
16-09-2025,Tamil Nadu,Chennai,600001,3,3,0
16-09-2025,Tamil Nadu,Chennai,600003,1,1,0
16-09-2025,Tamil Nadu,Chennai,600004,3,0,0
16-09-2025,Tamil Nadu,Chennai,600007,1,0,0
16-09-2025,Tamil Nadu,Chennai,600012,10,0,0
16-09-2025,Tamil Nadu,Chennai,600015,3,0,0
16-09-2025,Tamil Nadu,Chennai,600020,0,1,0
16-09-2025,Tamil Nadu,Chennai,600028,2,0,0
16-09-2025,Tamil Nadu,Chennai,600029,2,1,0
16-09-2025,Tamil Nadu,Chennai,600031,1,0,0
16-09-2025,Tamil Nadu,Chennai,600033,2,0,0
16-09-2025,Tamil Nadu,Chennai,600040,1,0,0
16-09-2025,Tamil Nadu,Chennai,600042,3,2,0
16-09-2025,Tamil Nadu,Chennai,600092,0,2,0
16-09-2025,Tamil Nadu,Chennai,600115,4,0,0
17-09-2025,Tamil Nadu,Chennai,600001,8,1,0
17-09-2025,Tamil Nadu,Chennai,600005,3,0,0
17-09-2025,Tamil Nadu,Chennai,600007,1,0,0
17-09-2025,Tamil Nadu,Chennai,600010,3,0,0
17-09-2025,Tamil Nadu,Chennai,600014,2,0,0
17-09-2025,Tamil Nadu,Chennai,600015,3,0,0
17-09-2025,Tamil Nadu,Chennai,600028,1,1,0
17-09-2025,Tamil Nadu,Chennai,600039,6,1,0
17-09-2025,Tamil Nadu,Chennai,600049,1,0,0
17-09-2025,Tamil Nadu,Chennai,600081,1,0,0
17-09-2025,Tamil Nadu,Chennai,600084,1,1,0
17-09-2025,Tamil Nadu,Chennai,600092,1,0,0
17-09-2025,Tamil Nadu,Chennai,600096,1,0,0
17-09-2025,Tamil Nadu,Chennai,600099,1,0,0
17-09-2025,Tamil Nadu,Chennai,600106,3,1,0
17-09-2025,Tamil Nadu,Chennai,600112,1,0,0
19-09-2025,Tamil Nadu,Chennai,600001,4,3,0
19-09-2025,Tamil Nadu,Chennai,600004,2,2,0
19-09-2025,Tamil Nadu,Chennai,600012,3,2,0
19-09-2025,Tamil Nadu,Chennai,600028,3,0,0
19-09-2025,Tamil Nadu,Chennai,600029,0,1,0
19-09-2025,Tamil Nadu,Chennai,600033,2,0,0
19-09-2025,Tamil Nadu,Chennai,600036,0,0,3
19-09-2025,Tamil Nadu,Chennai,600081,4,0,0
20-09-2025,Tamil Nadu,Chennai,600012,3,2,0
20-09-2025,Tamil Nadu,Chennai,600015,1,1,0
20-09-2025,Tamil Nadu,Chennai,600017,2,0,0
20-09-2025,Tamil Nadu,Chennai,600020,1,0,0
20-09-2025,Tamil Nadu,Chennai,600032,0,1,0
20-09-2025,Tamil Nadu,Chennai,600081,2,0,0
20-09-2025,Tamil Nadu,Chennai,600083,0,1,0
18-09-2025,Tamil Nadu,Chennai,600005,8,0,0
18-09-2025,Tamil Nadu,Chennai,600033,3,0,0
18-09-2025,Tamil Nadu,Chennai,600034,1,1,0
18-09-2025,Tamil Nadu,Chennai,600038,1,0,0
18-09-2025,Tamil Nadu,Chennai,600041,2,0,0
18-09-2025,Tamil Nadu,Chennai,600049,2,0,0
18-09-2025,Tamil Nadu,Chennai,600094,1,0,0
18-09-2025,Tamil Nadu,Chennai,600116,1,0,0
23-09-2025,Tamil Nadu,Chennai,600015,3,1,0
23-09-2025,Tamil Nadu,Chennai,600023,1,0,0
23-09-2025,Tamil Nadu,Chennai,600034,3,3,0
23-09-2025,Tamil Nadu,Chennai,600040,2,0,0
23-09-2025,Tamil Nadu,Chennai,600066,1,0,0
23-09-2025,Tamil Nadu,Chennai,600096,1,0,0
23-09-2025,Tamil Nadu,Chennai,600116,2,0,0
22-09-2025,Tamil Nadu,Chennai,600023,4,0,0
22-09-2025,Tamil Nadu,Chennai,600024,0,2,0
22-09-2025,Tamil Nadu,Chennai,600028,4,0,0
22-09-2025,Tamil Nadu,Chennai,600033,1,0,0
22-09-2025,Tamil Nadu,Chennai,600039,4,1,0
22-09-2025,Tamil Nadu,Chennai,600078,3,0,0
22-09-2025,Tamil Nadu,Chennai,600081,5,0,0
22-09-2025,Tamil Nadu,Chennai,600107,1,0,0
21-09-2025,Tamil Nadu,Chennai,600001,2,0,0
21-09-2025,Tamil Nadu,Chennai,600024,1,0,0
21-09-2025,Tamil Nadu,Chennai,600118,1,1,0
25-09-2025,Tamil Nadu,Chennai,600004,0,1,0
25-09-2025,Tamil Nadu,Chennai,600012,11,2,0
25-09-2025,Tamil Nadu,Chennai,600020,3,0,0
25-09-2025,Tamil Nadu,Chennai,600023,2,0,0
25-09-2025,Tamil Nadu,Chennai,600024,1,0,0
25-09-2025,Tamil Nadu,Chennai,600032,2,2,0
25-09-2025,Tamil Nadu,Chennai,600034,0,1,0
25-09-2025,Tamil Nadu,Chennai,600035,1,0,0
25-09-2025,Tamil Nadu,Chennai,600041,4,1,0
25-09-2025,Tamil Nadu,Chennai,600081,1,0,0
25-09-2025,Tamil Nadu,Chennai,600083,3,0,0
25-09-2025,Tamil Nadu,Chennai,600084,1,1,0
25-09-2025,Tamil Nadu,Chennai,600088,1,0,0
25-09-2025,Tamil Nadu,Chennai,600089,1,0,0
24-09-2025,Tamil Nadu,Chennai,600004,1,0,0
24-09-2025,Tamil Nadu,Chennai,600009,1,0,0
24-09-2025,Tamil Nadu,Chennai,600010,1,0,0
24-09-2025,Tamil Nadu,Chennai,600018,2,0,0
24-09-2025,Tamil Nadu,Chennai,600032,1,0,0
24-09-2025,Tamil Nadu,Chennai,600034,1,0,0
24-09-2025,Tamil Nadu,Chennai,600040,2,0,0
24-09-2025,Tamil Nadu,Chennai,600081,4,2,0
24-09-2025,Tamil Nadu,Chennai,600092,1,2,0
24-09-2025,Tamil Nadu,Chennai,600112,1,0,0
24-09-2025,Tamil Nadu,Chennai,600119,3,0,0
27-09-2025,Tamil Nadu,Chennai,600004,2,0,0
27-09-2025,Tamil Nadu,Chennai,600010,1,1,0
27-09-2025,Tamil Nadu,Chennai,600011,0,1,0
27-09-2025,Tamil Nadu,Chennai,600012,1,0,0
27-09-2025,Tamil Nadu,Chennai,600014,1,0,0
27-09-2025,Tamil Nadu,Chennai,600029,2,0,0
27-09-2025,Tamil Nadu,Chennai,600040,1,0,0
27-09-2025,Tamil Nadu,Chennai,600041,0,1,0
27-09-2025,Tamil Nadu,Chennai,600113,2,0,0
29-09-2025,Tamil Nadu,Chennai,600023,0,1,0
26-09-2025,Tamil Nadu,Chennai,600014,2,1,0
26-09-2025,Tamil Nadu,Chennai,600021,1,1,0
26-09-2025,Tamil Nadu,Chennai,600026,0,1,0
26-09-2025,Tamil Nadu,Chennai,600029,1,0,0
26-09-2025,Tamil Nadu,Chennai,600035,1,0,0
26-09-2025,Tamil Nadu,Chennai,600038,1,0,0
26-09-2025,Tamil Nadu,Chennai,600039,5,2,0
26-09-2025,Tamil Nadu,Chennai,600093,4,0,0
30-09-2025,Tamil Nadu,Chennai,600091,0,1,0
30-09-2025,Tamil Nadu,Chennai,600094,1,0,0
26-10-2025,Tamil Nadu,Chennai,600002,1,1,0
26-10-2025,Tamil Nadu,Chennai,600004,2,0,0
26-10-2025,Tamil Nadu,Chennai,600005,3,0,0
26-10-2025,Tamil Nadu,Chennai,600013,1,0,0
26-10-2025,Tamil Nadu,Chennai,600014,0,1,0
26-10-2025,Tamil Nadu,Chennai,600028,1,0,0
26-10-2025,Tamil Nadu,Chennai,600031,1,0,0
26-10-2025,Tamil Nadu,Chennai,600033,0,1,0
26-10-2025,Tamil Nadu,Chennai,600039,2,0,0
26-10-2025,Tamil Nadu,Chennai,600040,1,1,0
26-10-2025,Tamil Nadu,Chennai,600042,2,2,0
26-10-2025,Tamil Nadu,Chennai,600083,1,0,0
26-10-2025,Tamil Nadu,Chennai,600084,1,0,0
26-10-2025,Tamil Nadu,Chennai,600112,1,0,0
26-10-2025,Tamil Nadu,Chennai,600118,0,1,0
13-10-2025,Tamil Nadu,Chennai,600005,1,1,0
13-10-2025,Tamil Nadu,Chennai,600007,2,0,0
13-10-2025,Tamil Nadu,Chennai,600009,2,0,0
13-10-2025,Tamil Nadu,Chennai,600010,6,1,0
13-10-2025,Tamil Nadu,Chennai,600020,2,1,0
13-10-2025,Tamil Nadu,Chennai,600021,8,1,2
13-10-2025,Tamil Nadu,Chennai,600024,2,0,0
13-10-2025,Tamil Nadu,Chennai,600096,2,1,0
13-10-2025,Tamil Nadu,Chennai,600112,2,0,0
13-10-2025,Tamil Nadu,Chennai,600118,5,3,0
16-10-2025,Tamil Nadu,Chennai,600020,1,0,0
16-10-2025,Tamil Nadu,Chennai,600023,1,0,0
16-10-2025,Tamil Nadu,Chennai,600028,1,1,0
16-10-2025,Tamil Nadu,Chennai,600078,4,1,0
