date,state,district,pincode,demo_age_5_17,demo_age_17_
19-10-2025,Tamil Nadu,Chennai,600001,6,16
19-10-2025,Tamil Nadu,Chennai,600008,2,2
19-10-2025,Tamil Nadu,Chennai,600009,0,1
19-10-2025,Tamil Nadu,Chennai,600019,1,11
19-10-2025,Tamil Nadu,Chennai,600021,4,20
19-10-2025,Tamil Nadu,Chennai,600023,3,8
19-10-2025,Tamil Nadu,Chennai,600024,3,10
19-10-2025,Tamil Nadu,Chennai,600026,1,3
19-10-2025,Tamil Nadu,Chennai,600031,2,5
19-10-2025,Tamil Nadu,Chennai,600049,4,7
19-10-2025,Tamil Nadu,Chennai,600061,0,7
19-10-2025,Tamil Nadu,Chennai,600077,0,2
19-10-2025,Tamil Nadu,Chennai,600083,4,8
19-10-2025,Tamil Nadu,Chennai,600088,0,2
19-10-2025,Tamil Nadu,Chennai,600091,2,14
19-10-2025,Tamil Nadu,Chennai,600093,0,6
19-10-2025,Tamil Nadu,Chennai,600094,5,4
19-10-2025,Tamil Nadu,Chennai,600114,0,2
22-10-2025,Tamil Nadu,Chennai,600002,1,0
22-10-2025,Tamil Nadu,Chennai,600010,1,1
22-10-2025,Tamil Nadu,Chennai,600012,1,2
22-10-2025,Tamil Nadu,Chennai,600023,0,1
22-10-2025,Tamil Nadu,Chennai,600042,0,3
22-10-2025,Tamil Nadu,Chennai,600089,0,1
23-10-2025,Tamil Nadu,Chennai,600003,1,0
23-10-2025,Tamil Nadu,Chennai,600013,0,1
23-10-2025,Tamil Nadu,Chennai,600020,0,2
23-10-2025,Tamil Nadu,Chennai,600041,1,2
23-10-2025,Tamil Nadu,Chennai,600042,2,1
23-10-2025,Tamil Nadu,Chennai,600061,1,1
23-10-2025,Tamil Nadu,Chennai,600082,1,3
23-10-2025,Tamil Nadu,Chennai,600087,0,1
23-10-2025,Tamil Nadu,Chennai,600092,1,2
23-10-2025,Tamil Nadu,Chennai,600097,0,3
23-10-2025,Tamil Nadu,Chennai,600102,0,1
23-10-2025,Tamil Nadu,Chennai,600106,1,2
23-10-2025,Tamil Nadu,Chennai,600118,1,2
25-10-2025,Tamil Nadu,Chennai,600004,3,15
25-10-2025,Tamil Nadu,Chennai,600010,4,7
25-10-2025,Tamil Nadu,Chennai,600012,2,37
25-10-2025,Tamil Nadu,Chennai,600013,2,20
25-10-2025,Tamil Nadu,Chennai,600015,1,10
25-10-2025,Tamil Nadu,Chennai,600034,0,6
25-10-2025,Tamil Nadu,Chennai,600037,0,3
25-10-2025,Tamil Nadu,Chennai,600038,2,2
25-10-2025,Tamil Nadu,Chennai,600080,0,2
25-10-2025,Tamil Nadu,Chennai,600083,0,12
25-10-2025,Tamil Nadu,Chennai,600087,0,5
25-10-2025,Tamil Nadu,Chennai,600102,2,7
25-10-2025,Tamil Nadu,Chennai,600115,1,3
25-10-2025,Tamil Nadu,Chennai,600117,0,2
25-10-2025,Tamil Nadu,Chennai,600126,0,1
24-10-2025,Tamil Nadu,Chennai,600001,9,21
24-10-2025,Tamil Nadu,Chennai,600007,3,8
24-10-2025,Tamil Nadu,Chennai,600012,6,35
24-10-2025,Tamil Nadu,Chennai,600020,2,12
24-10-2025,Tamil Nadu,Chennai,600024,1,12
24-10-2025,Tamil Nadu,Chennai,600030,1,6
24-10-2025,Tamil Nadu,Chennai,600036,0,2
24-10-2025,Tamil Nadu,Chennai,600038,0,1
24-10-2025,Tamil Nadu,Chennai,600049,4,15
24-10-2025,Tamil Nadu,Chennai,600053,0,1
24-10-2025,Tamil Nadu,Chennai,600061,3,7
24-10-2025,Tamil Nadu,Chennai,600068,0,4
24-10-2025,Tamil Nadu,Chennai,600082,3,20
24-10-2025,Tamil Nadu,Chennai,600092,7,14
24-10-2025,Tamil Nadu,Chennai,600106,5,15
24-10-2025,Tamil Nadu,Chennai,600112,0,4
24-10-2025,Tamil Nadu,Chennai,600117,0,3
24-10-2025,Tamil Nadu,Chennai,600119,3,12
27-10-2025,Tamil Nadu,Chennai,600001,5,27
27-10-2025,Tamil Nadu,Chennai,600039,3,32
27-10-2025,Tamil Nadu,Chennai,600050,1,6
27-10-2025,Tamil Nadu,Chennai,600053,1,5
27-10-2025,Tamil Nadu,Chennai,600058,0,3
27-10-2025,Tamil Nadu,Chennai,600077,0,2
27-10-2025,Tamil Nadu,Chennai,600080,0,4
27-10-2025,Tamil Nadu,Chennai,600082,4,23
27-10-2025,Tamil Nadu,Chennai,600084,0,2
27-10-2025,Tamil Nadu,Chennai,600087,1,7
27-10-2025,Tamil Nadu,Chennai,600095,2,14
27-10-2025,Tamil Nadu,Chennai,600097,3,16
27-10-2025,Tamil Nadu,Chennai,600107,2,17
27-10-2025,Tamil Nadu,Chennai,600119,0,3
28-10-2025,Tamil Nadu,Chennai,600004,10,21
28-10-2025,Tamil Nadu,Chennai,600005,2,16
28-10-2025,Tamil Nadu,Chennai,600008,1,4
28-10-2025,Tamil Nadu,Chennai,600012,6,26
28-10-2025,Tamil Nadu,Chennai,600014,3,8
28-10-2025,Tamil Nadu,Chennai,600016,1,6
28-10-2025,Tamil Nadu,Chennai,600018,2,6
28-10-2025,Tamil Nadu,Chennai,600019,2,13
28-10-2025,Tamil Nadu,Chennai,600035,0,3
28-10-2025,Tamil Nadu,Chennai,600042,6,22
28-10-2025,Tamil Nadu,Chennai,600051,0,1
28-10-2025,Tamil Nadu,Chennai,600053,0,2
28-10-2025,Tamil Nadu,Chennai,600057,0,3
28-10-2025,Tamil Nadu,Chennai,600058,0,3
28-10-2025,Tamil Nadu,Chennai,600077,0,3
28-10-2025,Tamil Nadu,Chennai,600078,3,27
28-10-2025,Tamil Nadu,Chennai,600090,2,1
28-10-2025,Tamil Nadu,Chennai,600092,4,13
28-10-2025,Tamil Nadu,Chennai,600093,1,5
28-10-2025,Tamil Nadu,Chennai,600097,2,10
28-10-2025,Tamil Nadu,Chennai,600102,3,3
28-10-2025,Tamil Nadu,Chennai,600113,2,5
28-10-2025,Tamil Nadu,Chennai,600118,6,30
28-10-2025,Tamil Nadu,Chennai,600119,4,14
30-10-2025,Tamil Nadu,Chennai,600066,0,4
31-10-2025,Tamil Nadu,Chennai,600009,1,1
02-11-2025,Tamil Nadu,Chennai,600003,0,3
02-11-2025,Tamil Nadu,Chennai,600016,1,2
02-11-2025,Tamil Nadu,Chennai,600030,0,5
02-11-2025,Tamil Nadu,Chennai,600038,1,2
02-11-2025,Tamil Nadu,Chennai,600060,0,2
02-11-2025,Tamil Nadu,Chennai,600094,7,12
04-11-2025,Tamil Nadu,Chennai,600058,1,0
03-11-2025,Tamil Nadu,Chennai,600114,1,2
10-11-2025,Tamil Nadu,Chennai,600036,0,1
12-11-2025,Tamil Nadu,Chennai,600126,0,3
17-12-2025,Tamil Nadu,Chennai,600002,2,30
17-12-2025,Tamil Nadu,Chennai,600003,1,10
17-12-2025,Tamil Nadu,Chennai,600007,0,11
17-12-2025,Tamil Nadu,Chennai,600013,2,13
17-12-2025,Tamil Nadu,Chennai,600015,6,28
17-12-2025,Tamil Nadu,Chennai,600017,1,20
17-12-2025,Tamil Nadu,Chennai,600026,0,21
17-12-2025,Tamil Nadu,Chennai,600028,5,23
17-12-2025,Tamil Nadu,Chennai,600040,0,21
17-12-2025,Tamil Nadu,Chennai,600086,0,2
17-12-2025,Tamil Nadu,Chennai,600095,2,8
17-12-2025,Tamil Nadu,Chennai,600106,3,20
17-12-2025,Tamil Nadu,Chennai,600113,0,9
17-12-2025,Tamil Nadu,Chennai,600118,1,42
17-12-2025,Tamil Nadu,Chennai,600119,0,11
17-12-2025,Tamil Nadu,Chennai,600125,1,12
09-12-2025,Tamil Nadu,Chennai,600016,1,5
09-12-2025,Tamil Nadu,Chennai,600017,0,26
09-12-2025,Tamil Nadu,Chennai,600019,1,24
09-12-2025,Tamil Nadu,Chennai,600031,1,7
09-12-2025,Tamil Nadu,Chennai,600033,2,20
09-12-2025,Tamil Nadu,Chennai,600035,1,8
09-12-2025,Tamil Nadu,Chennai,600037,1,8
09-12-2025,Tamil Nadu,Chennai,600038,0,2
09-12-2025,Tamil Nadu,Chennai,600041,2,29
09-12-2025,Tamil Nadu,Chennai,600060,0,8
09-12-2025,Tamil Nadu,Chennai,600078,4,52
09-12-2025,Tamil Nadu,Chennai,600083,1,32
09-12-2025,Tamil Nadu,Chennai,600087,0,8
09-12-2025,Tamil Nadu,Chennai,600089,0,8
09-12-2025,Tamil Nadu,Chennai,600092,2,33
09-12-2025,Tamil Nadu,Chennai,600094,6,20
09-12-2025,Tamil Nadu,Chennai,600102,0,6
10-12-2025,Tamil Nadu,Chennai,600003,2,4
10-12-2025,Tamil Nadu,Chennai,600013,2,28
10-12-2025,Tamil Nadu,Chennai,600016,0,5
10-12-2025,Tamil Nadu,Chennai,600019,1,30
10-12-2025,Tamil Nadu,Chennai,600021,9,90
10-12-2025,Tamil Nadu,Chennai,600026,3,19
10-12-2025,Tamil Nadu,Chennai,600032,0,14
10-12-2025,Tamil Nadu,Chennai,600033,2,24
10-12-2025,Tamil Nadu,Chennai,600035,1,3
10-12-2025,Tamil Nadu,Chennai,600037,1,7
10-12-2025,Tamil Nadu,Chennai,600040,2,36
10-12-2025,Tamil Nadu,Chennai,600042,5,41
10-12-2025,Tamil Nadu,Chennai,600050,0,2
10-12-2025,Tamil Nadu,Chennai,600053,0,6
10-12-2025,Tamil Nadu,Chennai,600061,0,12
10-12-2025,Tamil Nadu,Chennai,600083,2,29
10-12-2025,Tamil Nadu,Chennai,600089,0,6
10-12-2025,Tamil Nadu,Chennai,600093,2,16
10-12-2025,Tamil Nadu,Chennai,600094,3,32
10-12-2025,Tamil Nadu,Chennai,600095,0,14
10-12-2025,Tamil Nadu,Chennai,600097,0,19
10-12-2025,Tamil Nadu,Chennai,600108,0,2
11-12-2025,Tamil Nadu,Chennai,600003,0,8
11-12-2025,Tamil Nadu,Chennai,600005,2,25
11-12-2025,Tamil Nadu,Chennai,600007,1,14
11-12-2025,Tamil Nadu,Chennai,600015,5,30
11-12-2025,Tamil Nadu,Chennai,600016,2,7
11-12-2025,Tamil Nadu,Chennai,600034,3,14
11-12-2025,Tamil Nadu,Chennai,600049,5,17
11-12-2025,Tamil Nadu,Chennai,600080,0,2
11-12-2025,Tamil Nadu,Chennai,600082,6,34
11-12-2025,Tamil Nadu,Chennai,600084,0,4
11-12-2025,Tamil Nadu,Chennai,600087,2,7
11-12-2025,Tamil Nadu,Chennai,600091,1,26
11-12-2025,Tamil Nadu,Chennai,600095,1,10
11-12-2025,Tamil Nadu,Chennai,600096,2,8
11-12-2025,Tamil Nadu,Chennai,600100,2,2
11-12-2025,Tamil Nadu,Chennai,600113,3,15
16-12-2025,Tamil Nadu,Chennai,600012,3,60
16-12-2025,Tamil Nadu,Chennai,600014,4,31
16-12-2025,Tamil Nadu,Chennai,600019,2,22
16-12-2025,Tamil Nadu,Chennai,600031,1,9
16-12-2025,Tamil Nadu,Chennai,600033,3,20
16-12-2025,Tamil Nadu,Chennai,600041,5,31
16-12-2025,Tamil Nadu,Chennai,600050,2,6
16-12-2025,Tamil Nadu,Chennai,600058,0,4
16-12-2025,Tamil Nadu,Chennai,600077,0,3
16-12-2025,Tamil Nadu,Chennai,600080,0,3
16-12-2025,Tamil Nadu,Chennai,600084,1,6
16-12-2025,Tamil Nadu,Chennai,600086,0,5
16-12-2025,Tamil Nadu,Chennai,600106,3,14
16-12-2025,Tamil Nadu,Chennai,600113,3,6
08-12-2025,Tamil Nadu,Chennai,600001,5,47
08-12-2025,Tamil Nadu,Chennai,600004,1,35
08-12-2025,Tamil Nadu,Chennai,600007,1,13
08-12-2025,Tamil Nadu,Chennai,600008,0,6
08-12-2025,Tamil Nadu,Chennai,600009,0,1
08-12-2025,Tamil Nadu,Chennai,600011,0,42
08-12-2025,Tamil Nadu,Chennai,600017,3,25
08-12-2025,Tamil Nadu,Chennai,600018,1,19
08-12-2025,Tamil Nadu,Chennai,600024,0,22
08-12-2025,Tamil Nadu,Chennai,600028,2,23
08-12-2025,Tamil Nadu,Chennai,600033,1,21
08-12-2025,Tamil Nadu,Chennai,600053,0,1
08-12-2025,Tamil Nadu,Chennai,600068,0,4
08-12-2025,Tamil Nadu,Chennai,600080,2,7
08-12-2025,Tamil Nadu,Chennai,600084,0,8
08-12-2025,Tamil Nadu,Chennai,600088,1,8
08-12-2025,Tamil Nadu,Chennai,600089,0,3
08-12-2025,Tamil Nadu,Chennai,600095,0,14
08-12-2025,Tamil Nadu,Chennai,600096,1,11
08-12-2025,Tamil Nadu,Chennai,600100,0,9
08-12-2025,Tamil Nadu,Chennai,600107,1,23
08-12-2025,Tamil Nadu,Chennai,600116,1,12
08-12-2025,Tamil Nadu,Chennai,600119,1,10
08-12-2025,Tamil Nadu,Chennai,600125,0,12
08-12-2025,Tamil Nadu,Chennai,600129,2,7
12-12-2025,Tamil Nadu,Chennai,600003,3,8
12-12-2025,Tamil Nadu,Chennai,600008,1,5
12-12-2025,Tamil Nadu,Chennai,600010,1,22
12-12-2025,Tamil Nadu,Chennai,600018,1,19
12-12-2025,Tamil Nadu,Chennai,600019,2,27
12-12-2025,Tamil Nadu,Chennai,600023,1,21
12-12-2025,Tamil Nadu,Chennai,600026,2,21
12-12-2025,Tamil Nadu,Chennai,600042,5,40
12-12-2025,Tamil Nadu,Chennai,600084,0,6
12-12-2025,Tamil Nadu,Chennai,600086,1,3
12-12-2025,Tamil Nadu,Chennai,600087,1,12
12-12-2025,Tamil Nadu,Chennai,600088,0,5
12-12-2025,Tamil Nadu,Chennai,600089,0,6
12-12-2025,Tamil Nadu,Chennai,600100,0,7
12-12-2025,Tamil Nadu,Chennai,600125,0,11
03-12-2025,Tamil Nadu,Chennai,600002,4,12
03-12-2025,Tamil Nadu,Chennai,600012,4,35
03-12-2025,Tamil Nadu,Chennai,600020,1,12
03-12-2025,Tamil Nadu,Chennai,600028,2,10
03-12-2025,Tamil Nadu,Chennai,600032,2,9
03-12-2025,Tamil Nadu,Chennai,600039,6,28
03-12-2025,Tamil Nadu,Chennai,600042,11,41
03-12-2025,Tamil Nadu,Chennai,600050,0,1
03-12-2025,Tamil Nadu,Chennai,600087,1,5
03-12-2025,Tamil Nadu,Chennai,600089,2,2
03-12-2025,Tamil Nadu,Chennai,600093,0,11
03-12-2025,Tamil Nadu,Chennai,600095,0,7
03-12-2025,Tamil Nadu,Chennai,600099,1,10
03-12-2025,Tamil Nadu,Chennai,600108,0,1
03-12-2025,Tamil Nadu,Chennai,600114,0,2
03-12-2025,Tamil Nadu,Chennai,600116,0,11
03-12-2025,Tamil Nadu,Chennai,600118,6,52
03-12-2025,Tamil Nadu,Chennai,600129,1,12
04-12-2025,Tamil Nadu,Chennai,600005,13,33
04-12-2025,Tamil Nadu,Chennai,600011,3,32
04-12-2025,Tamil Nadu,Chennai,600013,3,29
04-12-2025,Tamil Nadu,Chennai,600014,6,23
04-12-2025,Tamil Nadu,Chennai,600016,0,2
04-12-2025,Tamil Nadu,Chennai,600024,2,15
04-12-2025,Tamil Nadu,Chennai,600039,5,37
04-12-2025,Tamil Nadu,Chennai,600061,0,10
04-12-2025,Tamil Nadu,Chennai,600083,1,22
04-12-2025,Tamil Nadu,Chennai,600084,0,2
04-12-2025,Tamil Nadu,Chennai,600085,0,7
04-12-2025,Tamil Nadu,Chennai,600088,0,5
04-12-2025,Tamil Nadu,Chennai,600089,0,6
04-12-2025,Tamil Nadu,Chennai,600090,3,5
04-12-2025,Tamil Nadu,Chennai,600092,0,23
04-12-2025,Tamil Nadu,Chennai,600097,2,14
04-12-2025,Tamil Nadu,Chennai,600107,1,15
04-12-2025,Tamil Nadu,Chennai,600125,0,7
05-12-2025,Tamil Nadu,Chennai,600003,0,8
05-12-2025,Tamil Nadu,Chennai,600005,2,35
05-12-2025,Tamil Nadu,Chennai,600024,2,23
05-12-2025,Tamil Nadu,Chennai,600041,2,24
05-12-2025,Tamil Nadu,Chennai,600060,1,5
05-12-2025,Tamil Nadu,Chennai,600061,0,6
05-12-2025,Tamil Nadu,Chennai,600081,1,39
05-12-2025,Tamil Nadu,Chennai,600082,0,43
05-12-2025,Tamil Nadu,Chennai,600086,0,4
05-12-2025,Tamil Nadu,Chennai,600107,0,14
05-12-2025,Tamil Nadu,Chennai,600108,0,1
07-12-2025,Tamil Nadu,Chennai,600007,0,4
07-12-2025,Tamil Nadu,Chennai,600008,0,4
07-12-2025,Tamil Nadu,Chennai,600010,0,3
07-12-2025,Tamil Nadu,Chennai,600016,0,1
07-12-2025,Tamil Nadu,Chennai,600026,0,5
07-12-2025,Tamil Nadu,Chennai,600029,0,4
07-12-2025,Tamil Nadu,Chennai,600039,1,14
07-12-2025,Tamil Nadu,Chennai,600050,0,2
07-12-2025,Tamil Nadu,Chennai,600058,0,2
07-12-2025,Tamil Nadu,Chennai,600061,0,3
07-12-2025,Tamil Nadu,Chennai,600079,0,1
07-12-2025,Tamil Nadu,Chennai,600080,0,1
07-12-2025,Tamil Nadu,Chennai,600081,0,18
07-12-2025,Tamil Nadu,Chennai,600082,0,4
07-12-2025,Tamil Nadu,Chennai,600115,0,4
06-12-2025,Tamil Nadu,Chennai,600011,4,45
06-12-2025,Tamil Nadu,Chennai,600012,5,62
06-12-2025,Tamil Nadu,Chennai,600013,0,24
06-12-2025,Tamil Nadu,Chennai,600020,0,16
06-12-2025,Tamil Nadu,Chennai,600021,2,43
06-12-2025,Tamil Nadu,Chennai,600023,7,31
06-12-2025,Tamil Nadu,Chennai,600026,1,19
06-12-2025,Tamil Nadu,Chennai,600028,5,21
06-12-2025,Tamil Nadu,Chennai,600037,0,11
06-12-2025,Tamil Nadu,Chennai,600041,1,52
06-12-2025,Tamil Nadu,Chennai,600077,0,6
06-12-2025,Tamil Nadu,Chennai,600083,3,23
06-12-2025,Tamil Nadu,Chennai,600091,3,33
06-12-2025,Tamil Nadu,Chennai,600107,2,18
06-12-2025,Tamil Nadu,Chennai,600114,0,4
06-12-2025,Tamil Nadu,Chennai,600126,0,2
09-11-2025,Tamil Nadu,Chennai,600015,1,8
09-11-2025,Tamil Nadu,Chennai,600028,1,7
09-11-2025,Tamil Nadu,Chennai,600040,2,4
09-11-2025,Tamil Nadu,Chennai,600057,0,1
09-11-2025,Tamil Nadu,Chennai,600066,1,3
09-11-2025,Tamil Nadu,Chennai,600078,1,4
09-11-2025,Tamil Nadu,Chennai,600083,0,5
09-11-2025,Tamil Nadu,Chennai,600092,2,8
09-11-2025,Tamil Nadu,Chennai,600094,0,8
09-11-2025,Tamil Nadu,Chennai,600095,1,4
09-11-2025,Tamil Nadu,Chennai,600114,0,1
10-11-2025,Tamil Nadu,Chennai,600001,8,66
10-11-2025,Tamil Nadu,Chennai,600003,2,12
10-11-2025,Tamil Nadu,Chennai,600006,0,5
10-11-2025,Tamil Nadu,Chennai,600018,1,18
10-11-2025,Tamil Nadu,Chennai,600023,3,37
10-11-2025,Tamil Nadu,Chennai,600029,1,17
10-11-2025,Tamil Nadu,Chennai,600040,6,24
10-11-2025,Tamil Nadu,Chennai,600042,11,33
10-11-2025,Tamil Nadu,Chennai,600050,0,5
10-11-2025,Tamil Nadu,Chennai,600061,0,12
10-11-2025,Tamil Nadu,Chennai,600077,0,3
10-11-2025,Tamil Nadu,Chennai,600082,4,26
10-11-2025,Tamil Nadu,Chennai,600089,0,6
10-11-2025,Tamil Nadu,Chennai,600090,0,6
10-11-2025,Tamil Nadu,Chennai,600091,4,26
10-11-2025,Tamil Nadu,Chennai,600097,0,17
10-11-2025,Tamil Nadu,Chennai,600100,2,10
10-11-2025,Tamil Nadu,Chennai,600125,0,17
07-11-2025,Tamil Nadu,Chennai,600004,4,23
07-11-2025,Tamil Nadu,Chennai,600011,4,36
07-11-2025,Tamil Nadu,Chennai,600016,1,6
07-11-2025,Tamil Nadu,Chennai,600018,1,15
07-11-2025,Tamil Nadu,Chennai,600028,5,21
07-11-2025,Tamil Nadu,Chennai,600036,0,1
07-11-2025,Tamil Nadu,Chennai,600038,1,5
07-11-2025,Tamil Nadu,Chennai,600040,1,21
07-11-2025,Tamil Nadu,Chennai,600042,9,35
07-11-2025,Tamil Nadu,Chennai,600053,0,3
07-11-2025,Tamil Nadu,Chennai,600077,0,7
07-11-2025,Tamil Nadu,Chennai,600081,5,58
07-11-2025,Tamil Nadu,Chennai,600089,1,13
07-11-2025,Tamil Nadu,Chennai,600093,2,17
07-11-2025,Tamil Nadu,Chennai,600096,2,15
07-11-2025,Tamil Nadu,Chennai,600099,1,27
07-11-2025,Tamil Nadu,Chennai,600115,1,11
08-11-2025,Tamil Nadu,Chennai,600010,2,9
08-11-2025,Tamil Nadu,Chennai,600017,1,12
08-11-2025,Tamil Nadu,Chennai,600020,1,12
08-11-2025,Tamil Nadu,Chennai,600030,2,7
08-11-2025,Tamil Nadu,Chennai,600034,2,8
08-11-2025,Tamil Nadu,Chennai,600038,4,2
08-11-2025,Tamil Nadu,Chennai,600078,1,23
08-11-2025,Tamil Nadu,Chennai,600085,1,4
08-11-2025,Tamil Nadu,Chennai,600088,2,12
08-11-2025,Tamil Nadu,Chennai,600091,6,29
08-11-2025,Tamil Nadu,Chennai,600096,1,13
08-11-2025,Tamil Nadu,Chennai,600099,2,35
08-11-2025,Tamil Nadu,Chennai,600103,0,2
08-11-2025,Tamil Nadu,Chennai,600107,5,8
08-11-2025,Tamil Nadu,Chennai,600114,0,1
08-11-2025,Tamil Nadu,Chennai,600116,0,13
08-11-2025,Tamil Nadu,Chennai,600125,4,23
04-11-2025,Tamil Nadu,Chennai,600002,3,30
04-11-2025,Tamil Nadu,Chennai,600007,2,17
04-11-2025,Tamil Nadu,Chennai,600011,6,24
04-11-2025,Tamil Nadu,Chennai,600013,2,15
04-11-2025,Tamil Nadu,Chennai,600023,7,20
04-11-2025,Tamil Nadu,Chennai,600028,0,26
04-11-2025,Tamil Nadu,Chennai,600032,2,11
04-11-2025,Tamil Nadu,Chennai,600034,2,7
04-11-2025,Tamil Nadu,Chennai,600039,9,47
04-11-2025,Tamil Nadu,Chennai,600042,1,34
04-11-2025,Tamil Nadu,Chennai,600049,4,16
04-11-2025,Tamil Nadu,Chennai,600051,0,1
04-11-2025,Tamil Nadu,Chennai,600066,0,5
04-11-2025,Tamil Nadu,Chennai,600087,1,4
04-11-2025,Tamil Nadu,Chennai,600093,3,9
04-11-2025,Tamil Nadu,Chennai,600094,3,23
04-11-2025,Tamil Nadu,Chennai,600097,3,13
04-11-2025,Tamil Nadu,Chennai,600107,1,14
04-11-2025,Tamil Nadu,Chennai,600113,3,8
04-11-2025,Tamil Nadu,Chennai,600114,0,1
04-11-2025,Tamil Nadu,Chennai,600125,1,11
06-11-2025,Tamil Nadu,Chennai,600001,9,46
06-11-2025,Tamil Nadu,Chennai,600011,0,32
06-11-2025,Tamil Nadu,Chennai,600014,4,18
06-11-2025,Tamil Nadu,Chennai,600028,3,14
06-11-2025,Tamil Nadu,Chennai,600029,1,8
06-11-2025,Tamil Nadu,Chennai,600030,0,10
06-11-2025,Tamil Nadu,Chennai,600033,3,18
06-11-2025,Tamil Nadu,Chennai,600035,0,5
06-11-2025,Tamil Nadu,Chennai,600040,1,31
06-11-2025,Tamil Nadu,Chennai,600042,3,36
06-11-2025,Tamil Nadu,Chennai,600053,0,5
06-11-2025,Tamil Nadu,Chennai,600057,1,4
06-11-2025,Tamil Nadu,Chennai,600061,0,10
06-11-2025,Tamil Nadu,Chennai,600078,6,49
06-11-2025,Tamil Nadu,Chennai,600081,9,36
06-11-2025,Tamil Nadu,Chennai,600086,0,5
06-11-2025,Tamil Nadu,Chennai,600090,0,7
06-11-2025,Tamil Nadu,Chennai,600100,4,8
06-11-2025,Tamil Nadu,Chennai,600102,3,3
06-11-2025,Tamil Nadu,Chennai,600112,1,11
06-11-2025,Tamil Nadu,Chennai,600117,0,2
06-11-2025,Tamil Nadu,Chennai,600126,0,2
05-11-2025,Tamil Nadu,Chennai,600011,2,22
05-11-2025,Tamil Nadu,Chennai,600015,1,16
05-11-2025,Tamil Nadu,Chennai,600026,2,4
05-11-2025,Tamil Nadu,Chennai,600029,2,9
05-11-2025,Tamil Nadu,Chennai,600042,5,24
05-11-2025,Tamil Nadu,Chennai,600050,0,1
05-11-2025,Tamil Nadu,Chennai,600051,0,3
05-11-2025,Tamil Nadu,Chennai,600053,1,5
05-11-2025,Tamil Nadu,Chennai,600077,0,9
05-11-2025,Tamil Nadu,Chennai,600080,0,4
05-11-2025,Tamil Nadu,Chennai,600094,2,10
05-11-2025,Tamil Nadu,Chennai,600107,4,16
05-11-2025,Tamil Nadu,Chennai,600118,9,42
11-11-2025,Tamil Nadu,Chennai,600010,6,19
11-11-2025,Tamil Nadu,Chennai,600015,5,30
11-11-2025,Tamil Nadu,Chennai,600016,0,4
11-11-2025,Tamil Nadu,Chennai,600034,0,15
11-11-2025,Tamil Nadu,Chennai,600035,0,5
11-11-2025,Tamil Nadu,Chennai,600038,0,5
11-11-2025,Tamil Nadu,Chennai,600051,0,1
11-11-2025,Tamil Nadu,Chennai,600057,0,6
11-11-2025,Tamil Nadu,Chennai,600060,2,5
11-11-2025,Tamil Nadu,Chennai,600094,3,29
11-11-2025,Tamil Nadu,Chennai,600099,4,35
11-11-2025,Tamil Nadu,Chennai,600100,0,7
11-11-2025,Tamil Nadu,Chennai,600108,0,4
11-11-2025,Tamil Nadu,Chennai,600115,1,10
13-11-2025,Tamil Nadu,Chennai,600001,5,65
13-11-2025,Tamil Nadu,Chennai,600009,0,1
13-11-2025,Tamil Nadu,Chennai,600011,5,40
13-11-2025,Tamil Nadu,Chennai,600013,0,21
13-11-2025,Tamil Nadu,Chennai,600016,1,5
13-11-2025,Tamil Nadu,Chennai,600023,2,21
13-11-2025,Tamil Nadu,Chennai,600040,1,20
13-11-2025,Tamil Nadu,Chennai,600050,0,5
13-11-2025,Tamil Nadu,Chennai,600058,0,2
13-11-2025,Tamil Nadu,Chennai,600089,0,11
13-11-2025,Tamil Nadu,Chennai,600091,2,23
13-11-2025,Tamil Nadu,Chennai,600100,0,3
13-11-2025,Tamil Nadu,Chennai,600117,0,4
13-11-2025,Tamil Nadu,Chennai,600119,1,19
12-11-2025,Tamil Nadu,Chennai,600003,0,8
12-11-2025,Tamil Nadu,Chennai,600008,0,5
12-11-2025,Tamil Nadu,Chennai,600010,4,28
12-11-2025,Tamil Nadu,Chennai,600012,6,62
12-11-2025,Tamil Nadu,Chennai,600016,0,8
12-11-2025,Tamil Nadu,Chennai,600021,1,86
12-11-2025,Tamil Nadu,Chennai,600028,1,30
12-11-2025,Tamil Nadu,Chennai,600031,0,3
12-11-2025,Tamil Nadu,Chennai,600034,6,15
12-11-2025,Tamil Nadu,Chennai,600036,1,1
12-11-2025,Tamil Nadu,Chennai,600039,6,64
12-11-2025,Tamil Nadu,Chennai,600042,1,32
12-11-2025,Tamil Nadu,Chennai,600087,0,11
12-11-2025,Tamil Nadu,Chennai,600088,0,15
12-11-2025,Tamil Nadu,Chennai,600115,0,16
19-11-2025,Tamil Nadu,Chennai,600002,2,35
19-11-2025,Tamil Nadu,Chennai,600012,7,77
19-11-2025,Tamil Nadu,Chennai,600016,1,6
19-11-2025,Tamil Nadu,Chennai,600017,1,31
19-11-2025,Tamil Nadu,Chennai,600018,0,10
19-11-2025,Tamil Nadu,Chennai,600019,0,28
19-11-2025,Tamil Nadu,Chennai,600021,9,75
19-11-2025,Tamil Nadu,Chennai,600024,2,23
19-11-2025,Tamil Nadu,Chennai,600031,2,9
19-11-2025,Tamil Nadu,Chennai,600041,3,37
19-11-2025,Tamil Nadu,Chennai,600057,0,6
19-11-2025,Tamil Nadu,Chennai,600058,0,2
19-11-2025,Tamil Nadu,Chennai,600068,0,2
19-11-2025,Tamil Nadu,Chennai,600077,0,4
